SMILES,Input_SMILES,Tanimoto,NLL
O=S(=O)(c1cccc2cccnc12)N1CCNCC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.6142857142857143,3.3282241821289062
O=S(=O)(c1cccc2ccccc12)N1CCNCC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.6376811594202898,3.394152879714966
O=S(=O)(c1cccc2ccccc12)N1CCCNCC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.7313432835820896,3.7689974308013916
O=S(=O)(c1cccc2cnccc12)N1CCN(C2CCCC2)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.6,3.9443700313568115
O=S(=O)(c1cccc2cnccc12)N1CCN(C2CCCCC2)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.5783132530120482,3.9816315174102783
O=S(=O)(c1cccc2cnccc12)N1CCCN(C2CCCCC2)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.5764705882352941,3.989974021911621
O=S(=O)(c1cccc2cccnc12)N1CCCNCC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.7058823529411765,4.042632102966309
CN1CCCN(S(=O)(=O)c2cccc3cnccc23)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.7101449275362319,4.175873756408691
O=S(=O)(c1ccc(Cl)cc1)N1CCCNCC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.5142857142857142,4.264119625091553
CCCN1CCN(S(=O)(=O)c2cccc3cnccc23)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.6133333333333333,4.2696919441223145
CCN1CCN(S(=O)(=O)c2cccc3cnccc23)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.6388888888888888,4.27495813369751
O=S(=O)(c1cccc2cnccc12)N1CCN(CC2CCCCC2)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.5581395348837209,4.323273181915283
CN1CCN(S(=O)(=O)c2cccc3cnccc23)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.6666666666666666,4.325323581695557
Nc1ccc(S(=O)(=O)N2CCCNCC2)cc1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.5142857142857142,4.420281410217285
O=S(=O)(c1ccc(Cl)cc1)N1CCNCC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.4305555555555556,4.444047451019287
O=S(=O)(c1cccc2cnccc12)N1CCCN(CC(F)(F)F)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.620253164556962,4.466671943664551
O=S(=O)(c1cccc2ncccc12)N1CCNCC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.6142857142857143,4.525035858154297
O=S(=O)(c1cccc2cnccc12)N1CCCN(C2CCCC2)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.5975609756097561,4.5262932777404785
O=S(=O)(c1cccc2cnccc12)N1C[C@H]2CNC[C@H]2C1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.6081081081081081,4.5291948318481445
NCC1CCN(S(=O)(=O)c2cccc3cnccc23)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.6388888888888888,4.6329345703125
O=S(=O)(c1cccc2cnccc12)N1CCN(CC(F)(F)F)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.5822784810126582,4.651618003845215
O=S(=O)(c1cccc2cnccc12)N1CCN(CCO)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.6133333333333333,4.691193103790283
CCN1CCCN(S(=O)(=O)c2cccc3cnccc23)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.6805555555555556,4.692835330963135
O=S(=O)(c1cccc2cnccc12)N1CCNCC1c1ccccc1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.5232558139534884,4.7757391929626465
O=S(=O)(c1cccc2cnccc12)N1CCN(CC2CC2)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.6103896103896104,4.812969207763672
O=S(=O)(c1ccc2ccccc2c1)N1CCNCC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.4868421052631579,4.851813316345215
NC1CCN(S(=O)(=O)c2cccc3cnccc23)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.6666666666666666,4.868823528289795
O=S(=O)(c1ccc2cnccc2c1)N1CCNCC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.5915492957746479,4.910539627075195
O=S(=O)(c1cccc2cnccc12)N1CCN(C2CCCCCC2)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.5581395348837209,4.930838584899902
O=S(=O)(c1cccc2cnccc12)N1CC[C@@H]2CNC[C@@H]2C1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.6266666666666667,4.951506614685059
O=S(=O)(c1cncc2ccccc12)N1CCNCC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.6617647058823529,4.974668502807617
O=S(=O)(c1cccc2nsnc12)N1CCNCC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.4864864864864865,4.975594997406006
O=S(=O)(c1cccc2cnccc12)N1CCCN(C2CCCCCC2)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.5568181818181818,4.994040012359619
